GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,YrSold
1302,204000,120,RL,3901,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,3,5,866.0,1,0.0,436.0,1302.0,GasA,5,Y,1302,0,0,1.0,0.0,1,1,1,1,4,5,1,Attchd,2,2.0,631.0,110,50,0,0,0,8,2007
1123,100000,50,RM,6060,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,732.0,732.0,GasA,4,Y,772,351,0,0.0,0.0,1,0,3,1,3,4,0,Detchd,1,1.0,264.0,0,0,140,0,0,6,2007
985,105000,30,RL,7898,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1920,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,576.0,576.0,GasA,4,Y,985,0,0,0.0,1.0,1,0,2,1,3,4,0,Detchd,1,2.0,676.0,0,0,0,0,0,4,2010
1738,104900,50,RL,12513,Pave,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,4,4,1920,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,2,1,1,0.0,1,0.0,715.0,715.0,GasA,4,Y,1281,457,0,0.0,0.0,2,0,4,1,3,7,1,Attchd,1,1.0,368.0,55,0,0,0,0,6,2009
1855,187000,80,RL,9600,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,4,4,CBlock,3,3,1,1,0.0,1,0.0,528.0,528.0,GasA,5,Y,1094,761,0,0.0,0.0,2,1,3,1,3,7,1,Attchd,2,2.0,512.0,113,100,0,0,0,8,2007
1262,181500,20,RL,9600,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,6,8,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,4,5,978.0,1,0.0,284.0,1262.0,GasA,5,Y,1262,0,0,0.0,1.0,2,0,3,1,3,6,1,Attchd,2,2.0,460.0,298,0,0,0,0,5,2007
1430,187100,20,RL,16285,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1413.0,1413.0,GasA,5,Y,1430,0,0,0.0,0.0,2,0,3,1,4,6,0,Attchd,2,2.0,605.0,0,33,0,0,0,6,2009
1158,158000,20,RL,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,5,941.0,1,0.0,217.0,1158.0,GasA,5,Y,1158,0,0,1.0,0.0,1,1,3,1,4,5,0,Detchd,1,2.0,576.0,0,50,0,0,0,5,2006
1430,192000,20,RL,19508,Pave,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,5,1974,1974,Gable,CompShg,HdBoard,ImStucc,BrkFace,144.0,3,3,CBlock,3,3,3,5,800.0,1,0.0,630.0,1430.0,GasA,3,Y,1430,0,0,0.0,1.0,2,0,3,1,3,6,2,Attchd,1,2.0,484.0,117,108,165,0,0,7,2008
1492,230000,20,FV,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,833.0,1,0.0,659.0,1492.0,GasA,5,Y,1492,0,0,1.0,0.0,2,0,3,1,4,6,1,Attchd,2,2.0,596.0,277,137,0,0,0,4,2010
1172,128000,20,RL,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1954,1998,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,3,4,954.0,1,0.0,218.0,1172.0,GasA,3,Y,1172,0,0,1.0,0.0,1,0,3,1,3,5,0,Attchd,3,1.0,366.0,240,0,0,0,0,6,2010
1247,197000,120,FV,3316,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,1039.0,1,0.0,208.0,1247.0,GasA,5,Y,1247,0,0,1.0,0.0,1,1,1,1,4,4,1,Attchd,3,2.0,550.0,0,84,0,0,0,4,2006
3672,415000,75,RL,19800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2.5Unf,6,8,1935,1990,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,3,425.0,1,0.0,1411.0,1836.0,GasA,4,Y,1836,1836,0,0.0,0.0,3,1,5,1,4,7,2,Detchd,1,2.0,836.0,684,80,32,0,0,12,2006
943,135960,90,RL,7032,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,4,6,943.0,1,0.0,0.0,943.0,GasA,3,Y,943,0,0,1.0,0.0,1,0,2,1,3,4,2,Detchd,1,2.0,600.0,42,0,0,0,0,12,2006
2057,250000,50,RL,11500,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,CBlock,4,3,1,3,223.0,1,0.0,794.0,1017.0,GasA,4,Y,1020,1037,0,0.0,0.0,1,1,3,1,4,6,1,Attchd,3,1.0,180.0,0,0,0,0,322,6,2006
1782,296000,20,RL,16870,Pave,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,238.0,4,3,PConc,5,3,4,6,1531.0,1,0.0,251.0,1782.0,GasA,5,Y,1782,0,0,1.0,0.0,2,0,3,1,4,7,2,Attchd,3,3.0,932.0,99,82,0,0,0,4,2009
1258,172500,120,RL,3922,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,4,3,PConc,5,3,3,1,0.0,1,0.0,1258.0,1258.0,GasA,5,Y,1258,0,0,0.0,0.0,2,0,2,1,4,6,1,Attchd,3,3.0,648.0,144,16,0,0,0,6,2007
1788,236500,20,RL,11838,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1753.0,1753.0,GasA,5,Y,1788,0,0,0.0,0.0,2,0,3,1,5,7,1,Attchd,2,2.0,522.0,202,151,0,0,0,6,2009
1844,223000,20,RL,16381,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,312.0,4,4,CBlock,3,3,3,3,1110.0,1,0.0,734.0,1844.0,GasA,4,Y,1844,0,0,1.0,0.0,2,0,3,1,4,7,1,Attchd,2,2.0,540.0,0,73,216,0,0,12,2006
2161,230500,60,RL,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1257.0,1257.0,GasA,5,Y,1290,871,0,0.0,0.0,2,1,3,1,4,8,1,Attchd,2,2.0,570.0,0,84,0,0,0,6,2008
1360,130000,80,RL,7134,Pave,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,384.0,1,0.0,0.0,384.0,GasA,3,Y,1360,0,0,0.0,0.0,1,0,3,1,3,6,1,Detchd,1,2.0,572.0,0,50,0,0,0,2,2007
902,125500,20,RL,6173,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,3,3,CBlock,3,3,1,6,599.0,1,0.0,277.0,876.0,GasA,3,Y,902,0,0,0.0,0.0,1,0,3,1,3,6,0,Attchd,1,1.0,288.0,0,0,0,0,0,8,2007
1256,147500,20,RL,9937,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,3,3,1,4,830.0,2,290.0,136.0,1256.0,GasA,4,Y,1256,0,0,1.0,0.0,1,1,3,1,3,6,0,Attchd,3,1.0,276.0,736,68,0,0,0,6,2008
774,79000,30,RH,4270,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,3,544.0,1,0.0,0.0,544.0,GasA,5,Y,774,0,0,0.0,0.0,1,0,3,1,4,6,0,0,0,0.0,0.0,0,0,286,0,0,5,2007
864,97000,20,RL,10500,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,524.0,2,180.0,160.0,864.0,GasA,4,Y,864,0,0,0.0,0.0,1,0,2,1,3,4,0,Detchd,1,2.0,576.0,216,0,0,0,0,3,2009
987,97000,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,425.0,3,3,CBlock,3,3,1,3,110.0,2,294.0,79.0,483.0,GasA,3,Y,483,504,0,1.0,0.0,1,1,2,1,3,5,0,Detchd,1,1.0,288.0,0,0,0,0,0,7,2009
804,119000,30,RM,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1940,1992,Gable,CompShg,MetalSd,MetalSd,Stone,294.0,3,4,CBlock,3,3,1,4,510.0,1,0.0,278.0,788.0,GasA,3,Y,804,0,0,1.0,0.0,1,0,2,1,4,4,2,Attchd,1,1.0,240.0,0,0,154,0,0,2,2010
1360,125500,50,RM,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,803.0,803.0,GasA,5,Y,803,557,0,0.0,0.0,1,1,2,1,4,6,0,Detchd,1,1.0,297.0,0,65,190,0,0,7,2006
1382,176000,80,RL,19296,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,3,3,CBlock,3,3,4,3,672.0,5,690.0,0.0,1362.0,GasA,3,Y,1382,0,0,1.0,0.0,1,0,3,1,3,6,1,Attchd,1,2.0,884.0,0,0,252,0,0,5,2009
540,82000,30,RM,8154,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,5,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,4,480.0,1,0.0,0.0,480.0,GasA,3,Y,540,0,0,0.0,0.0,1,0,1,1,3,4,0,Detchd,1,1.0,200.0,0,0,0,0,0,4,2010
1142,93000,50,RM,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1924,1950,Gable,CompShg,Stucco,Stucco,BrkFace,444.0,3,3,BrkTil,3,3,1,3,220.0,1,0.0,248.0,468.0,GasA,4,Y,822,320,0,0.0,0.0,1,0,3,1,3,6,0,Attchd,3,1.0,320.0,0,0,98,0,0,6,2009
2698,535000,60,RL,16052,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,734.0,5,3,PConc,5,3,1,6,1206.0,1,0.0,644.0,1850.0,GasA,5,Y,1850,848,0,1.0,0.0,2,1,4,1,5,11,1,Attchd,2,3.0,736.0,250,0,0,0,0,7,2006
1580,235128,20,RL,11932,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1580.0,1580.0,GasA,5,Y,1580,0,0,0.0,0.0,2,0,3,1,4,7,0,Attchd,2,3.0,830.0,0,24,0,0,0,6,2008
1904,138000,50,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,4,1950,1982,Gable,CompShg,VinylSd,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,180.0,4,352.0,676.0,1208.0,GasA,4,Y,1136,768,0,1.0,0.0,1,1,3,1,3,7,0,Attchd,1,1.0,240.0,0,0,168,0,0,5,2009
1132,176000,20,RL,7024,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,1024.0,1,0.0,108.0,1132.0,GasA,5,Y,1132,0,0,1.0,0.0,1,1,2,1,4,5,0,Attchd,3,2.0,451.0,252,64,0,0,0,6,2008
1982,208000,80,RL,13607,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,6,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,242.0,3,4,CBlock,3,3,1,5,454.0,1,0.0,118.0,572.0,GasA,4,Y,1182,800,0,1.0,0.0,2,1,3,1,3,6,1,BuiltIn,3,2.0,501.0,400,112,0,0,0,4,2009
864,141000,20,RL,8499,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,6,660.0,1,0.0,204.0,864.0,GasA,5,Y,864,0,0,1.0,0.0,1,0,3,1,3,5,0,Detchd,1,2.0,732.0,0,312,0,0,0,6,2009
1400,162000,60,RL,10274,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,141.0,3,4,CBlock,4,3,1,3,331.0,1,0.0,345.0,676.0,GasA,3,Y,698,702,0,0.0,0.0,2,1,3,1,3,6,0,Attchd,2,2.0,465.0,0,48,0,0,0,7,2009
1177,151500,20,RL,11850,Pave,Reg,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,BrkFace,98.0,3,3,CBlock,4,3,1,5,781.0,1,0.0,372.0,1153.0,GasA,3,Y,1177,0,0,0.0,0.0,2,0,3,1,4,6,0,Attchd,3,2.0,495.0,204,103,0,0,0,8,2007
1564,218836,20,RL,11058,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,212.0,4,3,PConc,4,3,1,6,56.0,1,0.0,1508.0,1564.0,GasA,5,Y,1564,0,0,0.0,0.0,2,0,3,1,4,6,0,Attchd,2,3.0,814.0,0,24,0,0,0,2,2008
2582,322500,60,RL,11002,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,1048.0,1,0.0,341.0,1389.0,GasA,5,Y,1411,1171,0,1.0,0.0,2,1,4,1,4,9,1,Attchd,3,3.0,758.0,286,60,0,0,0,1,2007
1212,151000,80,RL,8471,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,3,3,CBlock,4,4,3,5,506.0,1,0.0,0.0,506.0,GasA,3,Y,1212,0,0,1.0,0.0,1,0,3,1,3,6,1,Attchd,1,2.0,492.0,292,12,0,0,0,7,2006
1296,127500,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,3,276.0,1,0.0,569.0,845.0,GasA,3,Y,866,430,0,0.0,0.0,1,0,3,1,3,6,0,Detchd,1,2.0,576.0,0,0,175,0,0,7,2007
1326,203000,20,RL,12216,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,6,918.0,1,0.0,408.0,1326.0,GasA,5,Y,1326,0,0,1.0,0.0,2,0,3,1,4,6,0,Attchd,3,2.0,388.0,120,23,0,0,0,6,2007
936,121000,20,RL,9888,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1975,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,4,486.0,1,0.0,450.0,936.0,GasA,3,Y,936,0,0,0.0,0.0,1,0,2,1,3,5,0,Attchd,1,1.0,240.0,0,0,160,0,0,3,2006
1775,213000,60,RL,9317,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,4,3,PConc,4,3,1,5,513.0,1,0.0,227.0,740.0,GasA,5,Y,1006,769,0,1.0,0.0,2,1,3,1,4,7,1,Attchd,1,2.0,425.0,234,72,192,0,0,7,2009
1537,174000,20,RL,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1962,2005,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,237.0,4,4,CBlock,3,3,1,1,0.0,1,0.0,1319.0,1319.0,GasA,3,Y,1537,0,0,1.0,0.0,1,1,3,1,4,7,1,Attchd,2,2.0,462.0,0,36,0,0,0,7,2008
2690,398800,60,RL,12350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,6,986.0,1,0.0,379.0,1365.0,GasA,5,Y,1365,1325,0,1.0,0.0,2,1,3,1,5,8,1,Attchd,2,3.0,864.0,0,197,0,0,0,7,2009
2480,205000,90,RL,8145,Pave,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,Duplex,2.5Unf,7,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,2,246.0,1,0.0,674.0,920.0,GasA,5,Y,1240,1240,0,0.0,0.0,2,1,5,2,3,13,2,Detchd,1,2.0,400.0,0,0,57,0,0,7,2009
1228,189000,120,RL,4671,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,2,6,767.0,1,0.0,461.0,1228.0,GasA,4,Y,1228,0,0,1.0,0.0,2,0,2,1,4,5,1,Attchd,3,2.0,472.0,168,120,0,0,0,10,2008
1934,185000,60,RL,11900,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,6,1977,1977,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,157.0,3,3,PConc,4,3,1,5,400.0,1,0.0,722.0,1122.0,GasA,5,Y,946,988,0,1.0,0.0,2,1,3,1,3,6,1,Attchd,1,2.0,567.0,0,176,0,0,200,7,2009
832,12789,30,RM,9656,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,2,1923,1970,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,2,BrkTil,2,2,1,1,0.0,1,0.0,678.0,678.0,GasA,3,N,832,0,0,0.0,0.0,1,0,2,1,3,5,1,Detchd,1,2.0,780.0,0,0,0,0,0,6,2010
1196,128000,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,2,264.0,1,0.0,308.0,572.0,GasA,5,Y,848,348,0,0.0,1.0,1,1,3,1,3,6,2,Detchd,1,2.0,576.0,0,0,0,0,0,3,2010
960,90000,20,RL,6410,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1958,Hip,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,960.0,960.0,GasA,5,Y,960,0,0,0.0,0.0,1,0,3,1,3,5,0,0,0,0.0,0.0,0,0,0,0,0,5,2010
1334,167900,20,RL,9650,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,3,3,CBlock,4,3,1,5,686.0,1,0.0,664.0,1350.0,GasA,3,Y,1334,0,0,0.0,1.0,2,0,2,1,3,6,1,Attchd,2,2.0,630.0,0,16,0,0,0,4,2009
848,143000,120,RM,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,3,6,662.0,1,0.0,186.0,848.0,GasA,5,Y,848,0,0,1.0,0.0,1,0,1,1,4,3,0,Attchd,2,2.0,420.0,160,0,0,0,0,5,2010
1992,250000,60,FV,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,4,3,PConc,5,3,1,1,0.0,1,0.0,1053.0,1053.0,GasA,5,Y,1053,939,0,0.0,0.0,2,1,3,1,4,9,1,Attchd,2,2.0,648.0,140,45,0,0,0,8,2008
1828,150909,70,RM,9060,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1923,1999,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,BrkTil,4,3,1,5,548.0,1,0.0,311.0,859.0,GasA,5,Y,942,886,0,0.0,0.0,2,0,3,1,4,6,0,Detchd,0,0.0,0.0,174,0,212,0,0,3,2007
1245,178000,120,FV,3435,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1211.0,1235.0,GasA,5,Y,1245,0,0,0.0,0.0,2,0,1,1,4,5,0,Attchd,2,2.0,495.0,0,100,0,0,0,6,2008
2385,350000,60,RL,14277,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,4,3,PConc,5,3,2,6,938.0,1,0.0,379.0,1317.0,GasA,5,Y,1217,1168,0,1.0,0.0,2,1,3,1,4,7,1,Attchd,3,3.0,818.0,192,228,0,0,0,1,2007
1285,143500,20,RL,8197,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,660.0,660.0,GasA,5,Y,1285,0,0,0.0,0.0,1,1,3,1,3,7,1,Attchd,2,2.0,528.0,138,0,0,0,0,4,2007
1442,180500,20,RL,11851,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1424.0,1424.0,GasA,5,Y,1442,0,0,0.0,0.0,2,0,3,1,3,5,0,Attchd,2,2.0,500.0,0,34,0,508,0,5,2009
1792,255000,60,FV,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,350.0,1,0.0,546.0,896.0,GasA,5,Y,896,896,0,0.0,0.0,2,1,3,1,4,8,0,Attchd,3,2.0,590.0,184,96,0,0,0,11,2007
1068,154500,20,RL,8414,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,6,663.0,1,0.0,396.0,1059.0,GasA,3,Y,1068,0,0,0.0,1.0,1,0,3,1,3,6,0,Attchd,2,1.0,264.0,192,0,0,0,0,2,2006
1409,245000,20,RL,12864,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,1392.0,1,0.0,17.0,1409.0,GasA,5,Y,1409,0,0,1.0,0.0,1,1,1,1,4,4,1,Attchd,2,2.0,576.0,0,144,0,0,145,7,2007
